ID,STIX ID,name,description,url,created,last modified,domain,version,contributors,platforms,aliases,type,relationship citations
S0503,malware--1cdbbcab-903a-414d-8eb0-439a97343737,FrameworkPOS,[FrameworkPOS](https://attack.mitre.org/software/S0503) is a point of sale (POS) malware used by [FIN6](https://attack.mitre.org/groups/G0037) to steal payment card data from sytems that run physical POS devices.(Citation: SentinelOne FrameworkPOS September 2019),https://attack.mitre.org/software/S0503,08 September 2020,19 October 2020,enterprise-attack,1.0,Center for Threat-Informed Defense (CTID),,Trinity,malware,"(Citation: Visa FIN6 Feb 2019),(Citation: SentinelOne FrameworkPOS September 2019),(Citation: Crowdstrike Global Threat Report Feb 2018),,(Citation: FireEye FIN6 April 2016),(Citation: SentinelOne FrameworkPOS September 2019)"
S0277,malware--4a98e44a-bd52-461e-af1e-a4457de87a36,FruitFly,FruitFly is designed to spy on mac users  (Citation: objsee mac malware 2017).,https://attack.mitre.org/software/S0277,17 October 2018,22 March 2023,enterprise-attack,1.2,,macOS,,malware,",,(Citation: objsee mac malware 2017)"
S1044,malware--be25c1c0-1590-4219-a3d5-6f31799d1d1b,FunnyDream,"[FunnyDream](https://attack.mitre.org/software/S1044) is a backdoor with multiple components that was used during the [FunnyDream](https://attack.mitre.org/campaigns/C0007) campaign since at least 2019, primarily for execution and exfiltration.(Citation: Bitdefender FunnyDream Campaign November 2020)",https://attack.mitre.org/software/S1044,23 September 2022,11 April 2024,enterprise-attack,1.1,,Windows,,malware,",(Citation: Bitdefender FunnyDream Campaign November 2020),(Citation: Kaspersky APT Trends Q1 2020),(Citation: Bitdefender FunnyDream Campaign November 2020)"
S0410,malware--50d6688b-0985-4f3d-8cbe-0c796b30703b,Fysbis,[Fysbis](https://attack.mitre.org/software/S0410) is a Linux-based backdoor used by [APT28](https://attack.mitre.org/groups/G0007) that dates back to at least 2014.(Citation: Fysbis Palo Alto Analysis),https://attack.mitre.org/software/S0410,12 September 2019,11 April 2024,enterprise-attack,1.4,,Linux,,malware,"(Citation: Fysbis Palo Alto Analysis),,(Citation: Fysbis Dr Web Analysis),(Citation: Fysbis Palo Alto Analysis),(Citation: Red Canary Netwire Linux 2022)"
S1117,malware--554e010d-726b-439d-9a1a-f60fff0cc109,GLASSTOKEN,[GLASSTOKEN](https://attack.mitre.org/software/S1117) is a custom web shell used by threat actors during [Cutting Edge](https://attack.mitre.org/campaigns/C0029) to execute commands on compromised Ivanti Secure Connect VPNs.(Citation: Volexity Ivanti Zero-Day Exploitation January 2024),https://attack.mitre.org/software/S1117,06 March 2024,06 March 2024,enterprise-attack,1.0,,Network,,malware,",(Citation: Volexity Ivanti Zero-Day Exploitation January 2024),(Citation: Volexity Ivanti Zero-Day Exploitation January 2024)"
S0026,malware--f2e8c7a1-cae1-45c4-baf0-6f21bdcbb2c2,GLOOXMAIL,[GLOOXMAIL](https://attack.mitre.org/software/S0026) is malware used by [APT1](https://attack.mitre.org/groups/G0006) that mimics legitimate Jabber/XMPP traffic. (Citation: Mandiant APT1),https://attack.mitre.org/software/S0026,31 May 2017,28 August 2024,enterprise-attack,1.2,,Windows,Trojan.GTALK,malware,"(Citation: Mandiant APT1),,(Citation: CyberESI GTALK),(Citation: Mandiant APT1 Appendix),(Citation: Mandiant APT1)"
S0417,malware--04fc1842-f9e4-47cf-8cb8-5c61becad142,GRIFFON,[GRIFFON](https://attack.mitre.org/software/S0417) is a JavaScript backdoor used by [FIN7](https://attack.mitre.org/groups/G0046). (Citation: SecureList Griffon May 2019),https://attack.mitre.org/software/S0417,11 October 2019,23 June 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: CrowdStrike Carbon Spider August 2021),(Citation: FBI Flash FIN7 USB),(Citation: Microsoft Ransomware as a Service),(Citation: SecureList Griffon May 2019),,(Citation: SecureList Griffon May 2019)"
S0168,malware--76abb3ef-dafd-4762-97cb-a35379429db4,Gazer,[Gazer](https://attack.mitre.org/software/S0168) is a backdoor used by [Turla](https://attack.mitre.org/groups/G0010) since at least 2016. (Citation: ESET Gazer Aug 2017),https://attack.mitre.org/software/S0168,16 January 2018,11 April 2024,enterprise-attack,1.3,Bartosz Jerzman,Windows,WhiteBear,malware,"(Citation: ESET Gazer Aug 2017),,(Citation: ESET Gazer Aug 2017),(Citation: Securelist WhiteBear Aug 2017)"
S0666,malware--efa7c4d6-8e30-41d9-a8fd-26dc337f4a1b,Gelsemium,"[Gelsemium](https://attack.mitre.org/software/S0666) is a modular malware comprised of a dropper (Gelsemine), a loader (Gelsenicine), and main (Gelsevirine) plug-ins written using the Microsoft Foundation Class (MFC) framework. [Gelsemium](https://attack.mitre.org/software/S0666) has been used by the Gelsemium group since at least 2014.(Citation: ESET Gelsemium June 2021)",https://attack.mitre.org/software/S0666,30 November 2021,11 April 2024,enterprise-attack,1.2,,Windows,"Gelsemine, Gelsenicine, Gelsevirine",malware,",,(Citation: ESET Gelsemium June 2021)"
S0049,malware--199463de-d9be-46d6-bb41-07234c1dd5a6,GeminiDuke,[GeminiDuke](https://attack.mitre.org/software/S0049) is malware that was used by [APT29](https://attack.mitre.org/groups/G0016) from 2009 to 2012. (Citation: F-Secure The Dukes),https://attack.mitre.org/software/S0049,31 May 2017,30 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: F-Secure The Dukes),,(Citation: F-Secure The Dukes)"
S0460,malware--099ecff2-41b8-436d-843c-038a9aa9aa69,Get2,"[Get2](https://attack.mitre.org/software/S0460) is a downloader written in C++ that has been used by [TA505](https://attack.mitre.org/groups/G0092) to deliver [FlawedGrace](https://attack.mitre.org/software/S0383), [FlawedAmmyy](https://attack.mitre.org/software/S0381), Snatch and [SDBbot](https://attack.mitre.org/software/S0461).(Citation: Proofpoint TA505 October 2019)",https://attack.mitre.org/software/S0460,29 May 2020,16 June 2020,enterprise-attack,1.0,,Windows,,malware,"(Citation: Proofpoint TA505 October 2019),,(Citation: Proofpoint TA505 October 2019)"
S0249,malware--b9799466-9dd7-4098-b2d6-f999ce50b9a8,Gold Dragon,"[Gold Dragon](https://attack.mitre.org/software/S0249) is a Korean-language, data gathering implant that was first observed in the wild in South Korea in July 2017. [Gold Dragon](https://attack.mitre.org/software/S0249) was used along with [Brave Prince](https://attack.mitre.org/software/S0252) and [RunningRAT](https://attack.mitre.org/software/S0253) in operations targeting organizations associated with the 2018 Pyeongchang Winter Olympics. (Citation: McAfee Gold Dragon)",https://attack.mitre.org/software/S0249,17 October 2018,06 May 2024,enterprise-attack,1.3,,Windows,,malware,"(Citation: Mandiant APT43 March 2024),(Citation: Talos Kimsuky Nov 2021),,(Citation: McAfee Gold Dragon)"
S0597,malware--b7010785-699f-412f-ba49-524da6033c76,GoldFinder,"[GoldFinder](https://attack.mitre.org/software/S0597) is a custom HTTP tracer tool written in Go that logs the route a packet takes between a compromised network and a C2 server. It can be used to inform  threat actors of potential points of discovery or logging of their actions, including C2 related to other malware. [GoldFinder](https://attack.mitre.org/software/S0597) was discovered in early 2021 during an investigation into the [SolarWinds Compromise](https://attack.mitre.org/campaigns/C0024) by [APT29](https://attack.mitre.org/groups/G0016).(Citation: MSTIC NOBELIUM Mar 2021)",https://attack.mitre.org/software/S0597,26 March 2021,27 March 2023,enterprise-attack,1.1,,Windows,,malware,"(Citation: Secureworks IRON RITUAL Profile),(Citation: Cybersecurity Advisory SVR TTP May 2021),(Citation: MSTIC NOBELIUM Mar 2021),(Citation: MSTIC Nobelium Toolset May 2021),(Citation: MSTIC NOBELIUM Mar 2021),(Citation: MSTIC NOBELIUM Mar 2021)"
S0588,malware--5c747acd-47f0-4c5a-b9e5-213541fc01e0,GoldMax,"[GoldMax](https://attack.mitre.org/software/S0588) is a second-stage C2 backdoor written in Go with Windows and Linux variants that are nearly identical in functionality. [GoldMax](https://attack.mitre.org/software/S0588) was discovered in early 2021 during the investigation into the [SolarWinds Compromise](https://attack.mitre.org/campaigns/C0024), and has likely been used by [APT29](https://attack.mitre.org/groups/G0016) since at least mid-2019. [GoldMax](https://attack.mitre.org/software/S0588) uses multiple defense evasion techniques, including avoiding virtualization execution and masking malicious traffic.(Citation: MSTIC NOBELIUM Mar 2021)(Citation: FireEye SUNSHUTTLE Mar 2021)(Citation: CrowdStrike StellarParticle January 2022)",https://attack.mitre.org/software/S0588,12 March 2021,11 April 2024,enterprise-attack,2.3,,"Linux, Windows",SUNSHUTTLE,malware,"(Citation: Cybersecurity Advisory SVR TTP May 2021),(Citation: MSTIC NOBELIUM Mar 2021),(Citation: MSTIC NOBELIUM May 2021),(Citation: Secureworks IRON RITUAL Profile),(Citation: MSTIC Nobelium Toolset May 2021),(Citation: MSTIC NOBELIUM Mar 2021),(Citation: CrowdStrike StellarParticle January 2022),(Citation: MSTIC NOBELIUM Mar 2021),(Citation: FireEye SUNSHUTTLE Mar 2021)"
S0493,malware--b9704a7d-feef-4af9-8898-5280f1686326,GoldenSpy,"[GoldenSpy](https://attack.mitre.org/software/S0493) is a backdoor malware which has been packaged with legitimate tax preparation software. [GoldenSpy](https://attack.mitre.org/software/S0493) was discovered targeting organizations in China, being delivered with the ""Intelligent Tax"" software suite which is produced by the Golden Tax Department of Aisino Credit Information Co. and required to pay local taxes.(Citation: Trustwave GoldenSpy June 2020) ",https://attack.mitre.org/software/S0493,23 July 2020,11 April 2024,enterprise-attack,1.1,,Windows,,malware,",,(Citation: Trustwave GoldenSpy June 2020),(Citation: Trustwave GoldenSpy2 June 2020)"
S0477,malware--eac3d77f-2b7b-4599-ba74-948dc16633ad,Goopy,[Goopy](https://attack.mitre.org/software/S0477) is a Windows backdoor and Trojan used by [APT32](https://attack.mitre.org/groups/G0050) and shares several similarities to another backdoor used by the group ([Denis](https://attack.mitre.org/software/S0354)). [Goopy](https://attack.mitre.org/software/S0477) is named for its impersonation of the legitimate Google Updater executable.(Citation: Cybereason Cobalt Kitty 2017),https://attack.mitre.org/software/S0477,19 June 2020,11 July 2022,enterprise-attack,1.1,,Windows,,malware,"(Citation: Cybereason Cobalt Kitty 2017),,(Citation: Cybereason Cobalt Kitty 2017)"
S1138,malware--396c18b9-26fb-4435-8589-fb856502e4c4,Gootloader,"[Gootloader](https://attack.mitre.org/software/S1138) is a Javascript-based infection framework that has been used since at least 2020 as a delivery method for the Gootkit banking trojan, [Cobalt Strike](https://attack.mitre.org/software/S0154), [REvil](https://attack.mitre.org/software/S0496), and others. [Gootloader](https://attack.mitre.org/software/S1138) operates on an ""Initial Access as a Service"" model and has leveraged [SEO Poisoning](https://attack.mitre.org/techniques/T1608/006) to provide access to entities in multiple sectors worldwide including financial, military, automotive, pharmaceutical, and energy.(Citation: Sophos Gootloader)(Citation: SentinelOne Gootloader June 2021)",https://attack.mitre.org/software/S1138,28 May 2024,19 June 2024,enterprise-attack,1.0,"Pooja Natarajan, NEC Corporation India",Windows,,malware,",,(Citation: SentinelOne Gootloader June 2021),(Citation: Sophos Gootloader)"
S0531,malware--958b5d06-8bb0-4c5b-a2e7-0130fe654ac7,Grandoreiro,"[Grandoreiro](https://attack.mitre.org/software/S0531) is a banking trojan written in Delphi that was first observed in 2016 and uses a Malware-as-a-Service (MaaS) business model. [Grandoreiro](https://attack.mitre.org/software/S0531) has confirmed victims in Brazil, Mexico, Portugal, and Spain.(Citation: Securelist Brazilian Banking Malware July 2020)(Citation: ESET Grandoreiro April 2020)",https://attack.mitre.org/software/S0531,10 November 2020,11 April 2024,enterprise-attack,1.2,,Windows,,malware,",,(Citation: Securelist Brazilian Banking Malware July 2020),(Citation: IBM Grandoreiro April 2020),(Citation: ESET Grandoreiro April 2020)"
S0237,malware--1d1fce2f-0db5-402b-9843-4278a0694637,GravityRAT,"[GravityRAT](https://attack.mitre.org/software/S0237) is a remote access tool (RAT) and has been in ongoing development since 2016. The actor behind the tool remains unknown, but two usernames have been recovered that link to the author, which are ""TheMartian"" and ""The Invincible."" According to the National Computer Emergency Response Team (CERT) of India, the malware has been identified in attacks against organization and entities in India. (Citation: Talos GravityRAT)",https://attack.mitre.org/software/S0237,17 October 2018,11 April 2024,enterprise-attack,1.3,,Windows,,malware,",,(Citation: Talos GravityRAT)"
S0690,malware--59c8a28c-200c-4565-9af1-cbdb24870ba0,Green Lambert,"[Green Lambert](https://attack.mitre.org/software/S0690) is a modular backdoor that security researchers assess has been used by an advanced threat group referred to as Longhorn and The Lamberts. First reported in 2017, the Windows variant of [Green Lambert](https://attack.mitre.org/software/S0690) may have been used as early as 2008; a macOS version was uploaded to a multiscanner service in September 2014.(Citation: Kaspersky Lamberts Toolkit April 2017)(Citation: Objective See Green Lambert for OSX Oct 2021)  ",https://attack.mitre.org/software/S0690,21 March 2022,20 April 2022,enterprise-attack,1.0,Runa Sandvik,"Linux, Windows, iOS, macOS",,malware,",,(Citation: Objective See Green Lambert for OSX Oct 2021),(Citation: Glitch-Cat Green Lambert ATTCK Oct 2021)"
S0342,malware--308b3d68-a084-4dfb-885a-3125e1a9c1e8,GreyEnergy,[GreyEnergy](https://attack.mitre.org/software/S0342) is a backdoor written in C and compiled in Visual Studio. [GreyEnergy](https://attack.mitre.org/software/S0342) shares similarities with the [BlackEnergy](https://attack.mitre.org/software/S0089) malware and is thought to be the successor of it.(Citation: ESET GreyEnergy Oct 2018),https://attack.mitre.org/software/S0342,30 January 2019,11 April 2024,enterprise-attack,1.2,,Windows,,malware,"(Citation: Secureworks IRON VIKING ),,(Citation: ESET GreyEnergy Oct 2018)"
S0632,malware--c9b99d03-ff11-4a48-95f0-82660d582c25,GrimAgent,[GrimAgent](https://attack.mitre.org/software/S0632) is a backdoor that has been used before the deployment of [Ryuk](https://attack.mitre.org/software/S0446) ransomware since at least 2020; it is likely used by [FIN6](https://attack.mitre.org/groups/G0037) and [Wizard Spider](https://attack.mitre.org/groups/G0102).(Citation: Group IB GrimAgent July 2021),https://attack.mitre.org/software/S0632,16 July 2021,19 September 2024,enterprise-attack,1.1,,Windows,,malware,"(Citation: Group IB GrimAgent July 2021),,(Citation: Group IB GrimAgent July 2021)"
S0561,malware--45c759ac-b490-48bb-80d4-c8eee3431027,GuLoader,"[GuLoader](https://attack.mitre.org/software/S0561) is a file downloader that has been used since at least December 2019 to distribute a variety of remote administration tool (RAT) malware, including [NETWIRE](https://attack.mitre.org/software/S0198), [Agent Tesla](https://attack.mitre.org/software/S0331), [NanoCore](https://attack.mitre.org/software/S0336), FormBook, and Parallax RAT.(Citation: Unit 42 NETWIRE April 2020)(Citation: Medium Eli Salem GuLoader April 2021)",https://attack.mitre.org/software/S0561,11 January 2021,15 October 2021,enterprise-attack,2.0,"Eli Salem, @elisalem9",Windows,,malware,",,(Citation: Unit 42 NETWIRE April 2020),(Citation: Medium Eli Salem GuLoader April 2021)"
S0132,malware--f8dfbc54-b070-4224-b560-79aaa5f835bd,H1N1,"[H1N1](https://attack.mitre.org/software/S0132) is a malware variant that has been distributed via a campaign using VBA macros to infect victims. Although it initially had only loader capabilities, it has evolved to include information-stealing functionality. (Citation: Cisco H1N1 Part 1)",https://attack.mitre.org/software/S0132,31 May 2017,30 March 2020,enterprise-attack,1.2,,Windows,,malware,",,(Citation: Cisco H1N1 Part 2),(Citation: Cisco H1N1 Part 1)"
S0151,malware--0ced8926-914e-4c78-bc93-356fb90dbd1f,HALFBAKED,[HALFBAKED](https://attack.mitre.org/software/S0151) is a malware family consisting of multiple components intended to establish persistence in victim networks. (Citation: FireEye FIN7 April 2017),https://attack.mitre.org/software/S0151,14 December 2017,17 October 2018,enterprise-attack,1.0,,,,malware,"(Citation: FireEye FIN7 April 2017),(Citation: FireEye FIN7 Aug 2018),,(Citation: FireEye FIN7 April 2017)"
