ID,STIX ID,name,description,url,created,last modified,domain,version,contributors,associated groups,associated groups citations,relationship citations
G0133,intrusion-set--fed4f0a2-4347-4530-b0f5-6dfd49b29172,Nomadic Octopus,"
[Nomadic Octopus](https://attack.mitre.org/groups/G0133) is a Russian-speaking cyber espionage threat group that has primarily targeted Central Asia, including local governments, diplomatic missions, and individuals, since at least 2014. [Nomadic Octopus](https://attack.mitre.org/groups/G0133) has been observed conducting campaigns involving Android and Windows malware, mainly using the Delphi programming language, and building custom variants.(Citation: Security Affairs DustSquad Oct 2018)(Citation: Securelist Octopus Oct 2018)(Citation: ESET Nomadic Octopus 2018)",https://attack.mitre.org/groups/G0133,24 August 2021,02 September 2022,enterprise-attack,1.0,,DustSquad,(Citation: Security Affairs DustSquad Oct 2018)(Citation: Securelist Octopus Oct 2018)(Citation: SecurityWeek Nomadic Octopus Oct 2018),"(Citation: ESET Nomadic Octopus 2018),(Citation: Securelist Octopus Oct 2018),(Citation: Security Affairs DustSquad Oct 2018),(Citation: ESET Nomadic Octopus 2018),(Citation: Securelist Octopus Oct 2018),(Citation: Security Affairs DustSquad Oct 2018),"
G0049,intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,OilRig,"[OilRig](https://attack.mitre.org/groups/G0049) is a suspected Iranian threat group that has targeted Middle Eastern and international victims since at least 2014. The group has targeted a variety of sectors, including financial, government, energy, chemical, and telecommunications. It appears the group carries out supply chain attacks, leveraging the trust relationship between organizations to attack their primary targets. The group works on behalf of the Iranian government based on infrastructure details that contain references to Iran, use of Iranian infrastructure, and targeting that aligns with nation-state interests.(Citation: FireEye APT34 Dec 2017)(Citation: Palo Alto OilRig April 2017)(Citation: ClearSky OilRig Jan 2017)(Citation: Palo Alto OilRig May 2016)(Citation: Palo Alto OilRig Oct 2016)(Citation: Unit42 OilRig Playbook 2023)(Citation: Unit 42 QUADAGENT July 2018)",https://attack.mitre.org/groups/G0049,14 December 2017,04 September 2024,"enterprise-attack,ics-attack",4.1,Bryan Lee; Dragos Threat Intelligence; Robert Falcone,"APT34, COBALT GYPSY, EUROPIUM, Evasive Serpens, Hazel Sandstorm, Helix Kitten, IRN2, ITG13","This group was previously tracked under two distinct groups, APT34 and OilRig, but was combined due to additional reporting giving higher confidence about the overlap of the activity.(Citation: Unit 42 QUADAGENT July 2018)(Citation: FireEye APT34 Dec 2017)(Citation: Check Point APT34 April 2021), (Citation: Secureworks COBALT GYPSY Threat Profile), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: Unit42 OilRig Playbook 2023), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: Unit 42 QUADAGENT July 2018)(Citation: Crowdstrike Helix Kitten Nov 2018), (Citation: Crowdstrike Helix Kitten Nov 2018), (Citation: IBM ZeroCleare Wiper December 2019)","(Citation: Check Point APT34 April 2021),(Citation: IBM ZeroCleare Wiper December 2019),(Citation: Unit 42 QUADAGENT July 2018),(Citation: Unit42 RDAT July 2020),(Citation: FireEye APT34 Dec 2017),(Citation: Unit42 OilRig Playbook 2023),(Citation: Crowdstrike Helix Kitten Nov 2018),(Citation: Unit 42 RGDoor Jan 2018),(Citation: FireEye APT35 2018),(Citation: Palo Alto OilRig Oct 2016),(Citation: FireEye APT34 Webinar Dec 2017),(Citation: Palo Alto OilRig Sep 2018),(Citation: OilRig New Delivery Oct 2017),(Citation: Unit 42 OopsIE! Feb 2018),(Citation: Palo Alto OilRig May 2016),(Citation: FireEye APT35 2018),(Citation: FireEye Targeted Attacks Middle East Banks),(Citation: Unit42 OilRig Playbook 2023),(Citation: FireEye APT34 July 2019),(Citation: Palo Alto OilRig Oct 2016),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: Unit42 OilRig Nov 2018),(Citation: OilRig New Delivery Oct 2017),(Citation: Unit 42 QUADAGENT July 2018),(Citation: FireEye Outlook Dec 2019),(Citation: Crowdstrike Helix Kitten Nov 2018),(Citation: Palo Alto OilRig April 2017),(Citation: Unit 42 OopsIE! Feb 2018),(Citation: Palo Alto OilRig May 2016),(Citation: IBM ZeroCleare Wiper December 2019),(Citation: Check Point APT34 April 2021),(Citation: FireEye APT34 Dec 2017),(Citation: OilRig ISMAgent July 2017),(Citation: FireEye APT34 Webinar Dec 2017),"
G0071,intrusion-set--5636b7b3-d99b-4edd-aa05-ee649c1d4ef1,Orangeworm,"[Orangeworm](https://attack.mitre.org/groups/G0071) is a group that has targeted organizations in the healthcare sector in the United States, Europe, and Asia since at least 2015, likely for the purpose of corporate espionage.(Citation: Symantec Orangeworm April 2018) Reverse engineering of [Kwampirs](https://attack.mitre.org/software/S0236), directly associated with [Orangeworm](https://attack.mitre.org/groups/G0071) activity, indicates significant functional and development overlaps with [Shamoon](https://attack.mitre.org/software/S0140).(Citation: Cylera Kwampirs 2022)",https://attack.mitre.org/groups/G0071,17 October 2018,10 April 2024,enterprise-attack,2.0,"Elger Vinicius S. Rodrigues, @elgervinicius, CYBINT Centre",,,"(Citation: Symantec Orangeworm April 2018),(Citation: Symantec Orangeworm IOCs April 2018),(Citation: Symantec Orangeworm April 2018),"
G0068,intrusion-set--f9c06633-dcff-48a1-8588-759e7cec5694,PLATINUM,[PLATINUM](https://attack.mitre.org/groups/G0068) is an activity group that has targeted victims since at least 2009. The group has focused on targets associated with governments and related organizations in South and Southeast Asia. (Citation: Microsoft PLATINUM April 2016),https://attack.mitre.org/groups/G0068,18 April 2018,22 April 2021,enterprise-attack,1.3,Ryan Becwar,,,"(Citation: Microsoft PLATINUM April 2016),(Citation: Microsoft PLATINUM April 2016),(Citation: Microsoft PLATINUM June 2017),(Citation: Twitter ItsReallyNick Platinum Masquerade),"
G1005,intrusion-set--5f3d0238-d058-44a9-8812-3dd1b6741a8c,POLONIUM,"[POLONIUM](https://attack.mitre.org/groups/G1005) is a Lebanon-based group that has primarily targeted Israeli organizations, including critical manufacturing, information technology, and defense industry companies, since at least February 2022. Security researchers assess [POLONIUM](https://attack.mitre.org/groups/G1005) has coordinated their operations with multiple actors affiliated with Iran’s Ministry of Intelligence and Security (MOIS), based on victim overlap as well as common techniques and tooling.(Citation: Microsoft POLONIUM June 2022)",https://attack.mitre.org/groups/G1005,01 July 2022,08 January 2024,enterprise-attack,2.0,,Plaid Rain,(Citation: Microsoft Threat Actor Naming July 2023),"(Citation: Microsoft POLONIUM June 2022),(Citation: Microsoft POLONIUM June 2022),"
G0056,intrusion-set--efed95ba-d7e8-47ff-8c53-99c42426ee7c,PROMETHIUM,[PROMETHIUM](https://attack.mitre.org/groups/G0056) is an activity group focused on espionage that has been active since at least 2012. The group has conducted operations globally with a heavy emphasis on Turkish targets. [PROMETHIUM](https://attack.mitre.org/groups/G0056) has demonstrated similarity to another activity group called [NEODYMIUM](https://attack.mitre.org/groups/G0055) due to overlapping victim and campaign characteristics.(Citation: Microsoft NEODYMIUM Dec 2016)(Citation: Microsoft SIR Vol 21)(Citation: Talos Promethium June 2020),https://attack.mitre.org/groups/G0056,16 January 2018,19 April 2024,enterprise-attack,2.1,,StrongPity,The name StrongPity has also been used to describe the group and the malware used by the group.(Citation: Bitdefender StrongPity June 2020)(Citation: Talos Promethium June 2020),"(Citation: Bitdefender StrongPity June 2020),(Citation: Talos Promethium June 2020),(Citation: Microsoft NEODYMIUM Dec 2016),(Citation: Microsoft SIR Vol 21),(Citation: Bitdefender StrongPity June 2020),(Citation: Talos Promethium June 2020),(Citation: Bitdefender StrongPity June 2020),(Citation: Talos Promethium June 2020)"
G0040,intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,Patchwork,"[Patchwork](https://attack.mitre.org/groups/G0040) is a cyber espionage group that was first observed in December 2015. While the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-Indian or Indian entity. [Patchwork](https://attack.mitre.org/groups/G0040) has been seen targeting industries related to diplomatic and government agencies. Much of the code used by this group was copied and pasted from online forums. [Patchwork](https://attack.mitre.org/groups/G0040) was also seen operating spearphishing campaigns targeting U.S. think tank groups in March and April of 2018.(Citation: Cymmetria Patchwork) (Citation: Symantec Patchwork)(Citation: TrendMicro Patchwork Dec 2017)(Citation: Volexity Patchwork June 2018)",https://attack.mitre.org/groups/G0040,31 May 2017,22 March 2023,enterprise-attack,1.5,,"Chinastrats, Dropping Elephant, Hangover Group, MONSOON, Operation Hangover","(Citation: Securelist Dropping Elephant), (Citation: Symantec Patchwork) (Citation: Securelist Dropping Elephant) (Citation: PaloAlto Patchwork Mar 2018) (Citation: Volexity Patchwork June 2018), [Patchwork](https://attack.mitre.org/groups/G0040) and the Hangover Group have both been referenced as aliases for the threat group associated with Operation Monsoon.(Citation: PaloAlto Patchwork Mar 2018)(Citation: Unit 42 BackConfig May 2020)(Citation: Forcepoint Monsoon), MONSOON is the name of an espionage campaign; we use it here to refer to the actor group behind the campaign. (Citation: Forcepoint Monsoon) (Citation: PaloAlto Patchwork Mar 2018), It is believed that the actors behind [Patchwork](https://attack.mitre.org/groups/G0040) are the same actors behind Operation Hangover. (Citation: Forcepoint Monsoon) (Citation: Operation Hangover May 2013)","(Citation: Unit 42 BackConfig May 2020),(Citation: Forcepoint Monsoon),(Citation: Cymmetria Patchwork),(Citation: Volexity Patchwork June 2018),(Citation: TrendMicro Patchwork Dec 2017),(Citation: Unit 42 BackConfig May 2020),(Citation: PaloAlto Patchwork Mar 2018),(Citation: Cymmetria Patchwork),(Citation: Symantec Patchwork),(Citation: Volexity Patchwork June 2018),(Citation: Securelist Dropping Elephant),(Citation: TrendMicro Patchwork Dec 2017),"
G0011,intrusion-set--fe98767f-9df8-42b9-83c9-004b1dec8647,PittyTiger,[PittyTiger](https://attack.mitre.org/groups/G0011) is a threat group believed to operate out of China that uses multiple different types of malware to maintain command and control.(Citation: Bizeul 2014)(Citation: Villeneuve 2014),https://attack.mitre.org/groups/G0011,31 May 2017,12 October 2021,enterprise-attack,1.2,,,,"(Citation: Villeneuve 2014),(Citation: Bizeul 2014),(Citation: Bizeul 2014),"
G1040,intrusion-set--ecbf507f-6786-4121-a4cc-0fd6a8d3a29d,Play,"[Play](https://attack.mitre.org/groups/G1040) is a ransomware group that has been active since at least 2022 deploying  [Playcrypt](https://attack.mitre.org/software/S1162) ransomware against the business, government, critical infrastructure, healthcare, and media sectors in North America, South America, and Europe. [Play](https://attack.mitre.org/groups/G1040) actors employ a double-extortion model, encrypting systems after exfiltrating data, and are presumed by security researchers to operate as a closed group.(Citation: CISA Play Ransomware Advisory December 2023)(Citation: Trend Micro Ransomware Spotlight Play July 2023)",https://attack.mitre.org/groups/G1040,24 September 2024,02 October 2024,enterprise-attack,1.0,"Marco Pedrinazzi, @pedrinazziM",,,"(Citation: CISA Play Ransomware Advisory December 2023),(Citation: Trend Micro Ransomware Spotlight Play July 2023),(Citation: CISA Play Ransomware Advisory December 2023),(Citation: Trend Micro Ransomware Spotlight Play July 2023),"
G0033,intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446,Poseidon Group,[Poseidon Group](https://attack.mitre.org/groups/G0033) is a Portuguese-speaking threat group that has been active since at least 2005. The group has a history of using information exfiltrated from victims to blackmail victim companies into contracting the [Poseidon Group](https://attack.mitre.org/groups/G0033) as a security firm. (Citation: Kaspersky Poseidon Group),https://attack.mitre.org/groups/G0033,31 May 2017,18 March 2020,enterprise-attack,1.1,,,,",(Citation: Kaspersky Poseidon Group),"
G0024,intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45,Putter Panda,[Putter Panda](https://attack.mitre.org/groups/G0024) is a Chinese threat group that has been attributed to Unit 61486 of the 12th Bureau of the PLA’s 3rd General Staff Department (GSD). (Citation: CrowdStrike Putter Panda),https://attack.mitre.org/groups/G0024,31 May 2017,11 April 2024,enterprise-attack,1.2,,"APT2, MSUpdater","(Citation: Cylance Putter Panda), (Citation: CrowdStrike Putter Panda)","(Citation: CrowdStrike Putter Panda),(Citation: CrowdStrike Putter Panda),"
G0048,intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f,RTM,[RTM](https://attack.mitre.org/groups/G0048) is a cybercriminal group that has been active since at least 2015 and is primarily interested in users of remote banking systems in Russia and neighboring countries. The group uses a Trojan by the same name ([RTM](https://attack.mitre.org/software/S0148)). (Citation: ESET RTM Feb 2017),https://attack.mitre.org/groups/G0048,31 May 2017,12 May 2020,enterprise-attack,1.1,"Oleg Skulkin, Group-IB",,,"(Citation: ESET RTM Feb 2017),(Citation: ESET RTM Feb 2017),(Citation: ESET Buhtrap and Buran April 2019),(Citation: Group IB RTM August 2019),"
G0075,intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142,Rancor,[Rancor](https://attack.mitre.org/groups/G0075) is a threat group that has led targeted campaigns against the South East Asia region. [Rancor](https://attack.mitre.org/groups/G0075) uses politically-motivated lures to entice victims to open malicious documents. (Citation: Rancor Unit42 June 2018),https://attack.mitre.org/groups/G0075,17 October 2018,09 February 2024,enterprise-attack,1.3,,,,"(Citation: Rancor Unit42 June 2018),(Citation: Rancor WMI),(Citation: Rancor Unit42 June 2018),"
G1039,intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,RedCurl,"[RedCurl](https://attack.mitre.org/groups/G1039) is a threat actor active since 2018 notable for corporate espionage targeting a variety of locations, including Ukraine, Canada and the United Kingdom, and a variety of industries, including but not limited to travel agencies, insurance companies, and banks.(Citation: group-ib_redcurl1) [RedCurl](https://attack.mitre.org/groups/G1039) is allegedly a Russian-speaking threat actor.(Citation: group-ib_redcurl1)(Citation: group-ib_redcurl2) The group’s operations typically start with spearphishing emails to gain initial access, then the group executes discovery and collection commands and scripts to find corporate data. The group concludes operations by exfiltrating files to the C2 servers. ",https://attack.mitre.org/groups/G1039,23 September 2024,23 September 2024,enterprise-attack,1.0,"Joe Gumke, U.S. Bank",,,",(Citation: group-ib_redcurl1),(Citation: trendmicro_redcurl),(Citation: therecord_redcurl),(Citation: group-ib_redcurl2),"
G0106,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,Rocke,"[Rocke](https://attack.mitre.org/groups/G0106) is an alleged Chinese-speaking adversary whose primary objective appeared to be cryptojacking, or stealing victim system resources for the purposes of mining cryptocurrency. The name [Rocke](https://attack.mitre.org/groups/G0106) comes from the email address ""rocke@live.cn"" used to create the wallet which held collected cryptocurrency. Researchers have detected overlaps between [Rocke](https://attack.mitre.org/groups/G0106) and the Iron Cybercrime Group, though this attribution has not been confirmed.(Citation: Talos Rocke August 2018)",https://attack.mitre.org/groups/G0106,26 May 2020,19 June 2020,enterprise-attack,1.0,,,,",(Citation: Unit 42 Rocke January 2019),(Citation: Anomali Rocke March 2019),(Citation: Talos Rocke August 2018),"
